Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Mary Mckee,19,Female,4.887188393,91,57,41,62,TRUE,Low
Judy Davis,18,Male,7.222333351,150,48,42,94,FALSE,High
Jean Jones,22,Female,6.528925587,125,56,54,76,FALSE,High
Melissa Williams,30,Female,9.761012427,144,76,75,74,FALSE,High
Robert Herrera,20,Female,1.553534308,112,83,88,84,FALSE,Low
Mr. Carl Thompson,28,Male,8.754563235,139,100,58,98,TRUE,High
Michael Gonzalez,30,Male,4.463292867,125,55,98,59,FALSE,Low
Jeffery Moore,40,Male,7.559128323,129,68,76,51,TRUE,High
Nicholas Dawson,31,Male,8.780807979,149,42,60,97,FALSE,High
Tara Martinez,20,Female,1.312347091,138,59,99,43,TRUE,Low
Patricia Wells,24,Female,5.461549596,111,84,87,73,FALSE,High
Robert Lester,19,Female,5.580874827,149,77,71,47,FALSE,High
Erin Andrade,34,Female,1.591673581,92,92,57,53,FALSE,Low
Michael Becker,19,Female,5.371253533,95,68,79,63,FALSE,High
Eric Wagner,33,Male,9.75640919,146,46,89,90,FALSE,High
Kimberly Rodriguez,37,Female,7.150140633,123,49,87,56,FALSE,High
Kevin Thomas,23,Male,7.276014358,144,88,80,86,FALSE,High
Phyllis Walter,44,Female,2.247348927,113,56,82,54,TRUE,Low
Mark Barnett,39,Male,7.544633788,104,61,49,45,TRUE,High
Jessica Baird,33,Female,7.836413292,94,77,70,86,TRUE,High
Wanda Morris,28,Female,3.695342077,124,80,92,68,FALSE,Low
Beverly Welch,27,Female,3.366009691,143,96,95,54,TRUE,Low
Shelly Frost,19,Male,1.848526231,114,76,51,59,FALSE,Low
Erin Thomas,36,Male,3.063101277,120,81,87,49,TRUE,Low
Kevin Lee,39,Female,1.337027746,115,72,69,59,FALSE,Low
Daniel Bentley,29,Female,2.57332161,141,50,97,46,FALSE,Low
Mary Ruiz,42,Female,6.744725342,138,87,99,87,FALSE,High
Adam Villegas,22,Male,9.50332423,92,98,63,81,TRUE,High
Larry Jones,22,Female,5.998056076,138,64,68,65,TRUE,High
Lisa Moore,33,Female,8.911404299,140,52,88,56,FALSE,High
James Rush,30,Male,1.670063709,85,42,85,63,FALSE,Low
Douglas Hunt,25,Female,1.52802672,123,72,92,68,TRUE,Low
Austin Riley,40,Female,6.94445524,114,79,76,79,FALSE,High
Jonathan Baldwin,36,Female,9.888008712,150,74,54,88,FALSE,High
Jennifer Sandoval,44,Male,6.003558668,118,81,89,91,FALSE,High
Sarah Smith,40,Male,3.401062015,133,47,89,77,TRUE,Low
Joe Freeman,29,Male,1.01307674,142,44,99,44,FALSE,Low
Amy Warren,39,Female,9.351642124,91,55,87,51,FALSE,High
Mary Jones,42,Male,1.51350695,98,90,93,96,FALSE,Low
Tanya Lee,21,Male,1.364136667,114,45,49,84,TRUE,Low
Jonathan Richardson,43,Female,3.718205012,105,80,94,84,TRUE,Low
Angela Jones,24,Female,7.110516049,104,53,50,51,TRUE,High
Susan Jones,28,Male,5.065458675,102,67,86,100,FALSE,High
Brian Ingram,22,Female,3.380592955,128,59,55,92,TRUE,Low
Samantha Lester,30,Male,7.916497941,140,92,54,59,TRUE,High
James Hanson,22,Male,1.108416385,143,88,89,88,FALSE,Low
Donald Le,21,Female,3.371546712,123,52,56,69,FALSE,Low
Francisco Parsons,37,Female,6.257856158,117,96,98,98,FALSE,High
Cheryl Gardner,33,Female,9.312383714,140,96,58,67,FALSE,High
Courtney Edwards,28,Male,5.588732799,128,99,58,89,TRUE,High
Stephen Ramirez,22,Female,3.306577676,147,91,61,84,FALSE,Low
Rebekah Spencer,19,Male,9.795903756,111,45,41,57,FALSE,High
Daniel Hill,24,Male,2.260405132,128,76,60,84,FALSE,Low
Michele Sanford,18,Female,2.133950713,144,97,94,69,TRUE,Low
Todd Stewart,35,Male,8.123284598,125,92,90,92,TRUE,High
Michael Swanson,27,Female,7.031096988,147,83,75,45,FALSE,High
James Miller MD,29,Female,9.256299036,115,44,52,99,FALSE,High
Willie Jenkins,44,Female,2.099953883,104,61,97,84,FALSE,Low
Jodi Phelps,30,Male,6.85580333,90,93,74,66,FALSE,High
Carol Martin MD,42,Male,4.000319047,95,53,53,99,TRUE,Low
Jennifer Hall,28,Male,5.728543279,113,86,72,76,TRUE,High
James Richardson,43,Male,6.246823071,124,48,55,77,TRUE,High
Charles Bishop MD,36,Female,5.405497943,149,98,54,62,TRUE,High
Marcus Black,20,Male,9.010636646,129,86,89,51,TRUE,High
Jennifer Pearson,44,Female,5.79999091,88,51,58,72,TRUE,High
David Hanna,19,Male,7.077867499,121,53,83,68,TRUE,High
William Farrell,36,Female,4.174325074,91,95,51,52,FALSE,Low
Adam Craig,28,Male,7.645216913,91,71,75,60,FALSE,High
Steven Davies,18,Male,3.209926922,109,69,73,69,FALSE,Low
Heather Henderson,35,Male,6.327952807,83,47,56,90,TRUE,High
Jennifer Johnson,40,Female,4.433703529,108,78,61,83,FALSE,Low
Tanya Long,20,Female,5.739087675,83,98,53,70,FALSE,High
Kevin Spencer,34,Female,8.326393199,149,100,72,41,TRUE,High
Brandon Yang,30,Female,5.642741006,149,99,68,57,TRUE,High
Lisa Ferguson,22,Male,8.845747156,133,46,95,41,FALSE,High
Ashley Burnett,22,Male,7.031745587,128,41,51,94,FALSE,High
Monica Ward,29,Male,3.376099907,104,61,46,70,TRUE,Low
Kathleen Jones,32,Female,6.076552115,131,68,72,43,FALSE,High
George Acosta,32,Male,1.553399525,109,40,48,63,TRUE,Low
Jennifer Luna,42,Male,9.706271006,100,86,83,55,TRUE,High
Catherine Le,20,Female,1.977592703,127,94,43,57,FALSE,Low
Jose Wong,34,Male,6.570240428,112,53,66,49,FALSE,High
Tammy Glass,37,Male,2.158637958,111,95,57,40,FALSE,Low
Kristopher Hurst,22,Male,1.810448133,127,93,83,44,TRUE,Low
Veronica Burton,30,Male,5.383687703,125,48,82,97,TRUE,High
Mrs. Sarah Beard PhD,24,Female,4.028241779,97,52,48,52,FALSE,Low
Howard Lopez,43,Female,6.440435815,104,46,85,61,TRUE,High
Laura Myers,27,Male,4.116212802,80,58,60,55,TRUE,Low
Lauren Rivera,45,Male,1.729323987,92,89,73,88,FALSE,Low
Nicholas Rodriguez,36,Male,1.991521918,146,75,83,44,TRUE,Low
Arthur Mason,23,Male,5.260690274,147,51,47,78,FALSE,High
Bruce Gross,25,Male,5.187916269,125,55,85,50,FALSE,High
David Vaughn,40,Male,1.74424107,90,96,63,83,FALSE,Low
Alexandra Cook,31,Female,5.976520452,146,56,92,62,TRUE,High
Carl Martin,43,Male,4.272283536,137,87,85,61,FALSE,Low
Stephen Smith,35,Female,9.004887032,145,66,68,44,TRUE,High
Christina Sawyer,43,Female,8.569426744,128,78,63,65,TRUE,High
John Guerra,37,Female,3.410887216,132,63,92,74,TRUE,Low
Elizabeth Christian,45,Female,7.763822472,87,75,55,60,FALSE,High
Maria Smith,18,Male,1.910517306,94,83,96,48,FALSE,Low
Charlene Shaffer,41,Male,4.131987795,134,93,75,41,TRUE,Low
Ronald Anthony,36,Female,7.088836399,102,65,45,94,FALSE,High
Ian Young,43,Male,7.165192041,145,75,84,41,TRUE,High
Julie Wilkinson,18,Male,2.415170579,139,75,57,94,FALSE,Low
John Hale,35,Female,5.581076133,129,45,70,76,TRUE,High
Kimberly Ware,22,Male,7.020033708,143,85,45,79,TRUE,High
Kevin Ellis,45,Female,7.422599552,102,76,57,90,TRUE,High
Leah Dennis,41,Female,8.404961049,95,54,83,98,FALSE,High
Jeffrey Flynn,29,Female,2.688294323,95,90,45,48,TRUE,Low
Gregory Banks Jr.,35,Female,4.653531833,142,69,98,71,FALSE,Low
Joseph Garcia,45,Female,9.673546209,132,73,57,69,FALSE,High
Janice Hardy,38,Female,6.608928896,142,52,86,65,FALSE,High
Megan Davis,37,Female,3.775926598,149,98,46,82,FALSE,Low
Sarah Kim,41,Male,8.93402672,88,79,73,68,FALSE,High
Michelle Ramos,41,Female,3.14620672,129,57,47,90,TRUE,Low
Angela Barber,30,Female,5.856050843,138,92,53,53,TRUE,High
Patricia Sanchez,38,Male,7.954634217,128,87,41,85,TRUE,High
Charles Cline,43,Male,2.87416564,94,63,72,51,FALSE,Low
Jennifer Smith,31,Male,4.070525286,148,91,98,51,TRUE,Low
Steven Woodard,28,Male,8.524251184,109,56,80,50,FALSE,High
Jennifer Weber,29,Male,1.380599556,123,55,49,93,FALSE,Low
Joshua Scott,32,Male,3.911415106,123,71,67,71,FALSE,Low
Lisa Smith,28,Male,3.977922545,98,57,43,48,TRUE,Low
Jasmine Sanchez,29,Female,8.047278454,89,60,69,74,TRUE,High
Christopher Wallace,38,Male,8.961653052,102,51,48,65,TRUE,High
Carol Young,36,Female,4.963492433,119,52,59,69,FALSE,Low
Heather Miller,45,Female,8.210502665,139,89,89,69,TRUE,High
Blake Webb,34,Female,9.921535252,122,48,79,75,TRUE,High
Robert Drake,25,Female,2.134088548,93,61,92,80,TRUE,Low
Barbara Cox,31,Female,7.327840451,96,66,91,71,FALSE,High
Gina Mcmillan,28,Male,7.503111734,95,89,57,71,TRUE,High
George Horton,33,Female,9.053229333,111,56,98,94,FALSE,High
Christian Brown,34,Male,2.641014418,129,89,54,62,FALSE,Low
Stacy Williams,42,Female,7.744660834,110,77,48,64,FALSE,High
John Hunt,40,Male,4.437129246,110,92,85,46,FALSE,Low
Collin Carlson,25,Female,8.063446986,149,79,47,54,FALSE,High
Chase Anthony,44,Male,9.286247307,109,54,97,67,TRUE,High
Amy Snyder,43,Male,9.501235178,140,48,88,87,TRUE,High
Stephen Gonzalez,18,Female,2.288196713,143,87,48,94,TRUE,Low
Jessica Odom,41,Male,4.622075849,135,75,54,72,FALSE,Low
Shawn Huang,20,Female,9.678186274,90,91,61,65,TRUE,High
Austin Yates,44,Male,3.234328464,105,81,53,59,FALSE,Low
Diana Jenkins,42,Male,8.392425615,136,54,60,81,TRUE,High
Shelby Bennett,23,Female,5.87422646,120,51,62,48,FALSE,High
Derek Hanson,25,Female,4.138679409,135,41,52,69,TRUE,Low
Glenn Nguyen,36,Female,5.578284281,125,43,62,88,TRUE,High
Christopher Nielsen,22,Female,7.4813918,138,80,42,53,TRUE,High
Keith Chandler,20,Male,2.463752769,136,78,74,53,FALSE,Low
Richard Williams,27,Female,3.29911792,131,57,94,68,FALSE,Low
Alexandria Hayes,36,Male,3.982326461,138,61,57,57,TRUE,Low
Jesse Johnson,29,Male,7.652875627,129,49,62,98,TRUE,High
Karen Payne,26,Female,8.902452071,86,88,95,89,TRUE,High
Peter Whitehead,19,Male,5.968502265,120,93,52,44,TRUE,High
Mark Washington,37,Female,9.795136267,145,48,47,65,FALSE,High
Brian Cobb,24,Male,9.397743783,81,47,61,50,FALSE,High
Joseph Case,37,Male,6.043156689,88,94,71,75,FALSE,High
Katherine Sanford,21,Male,4.50511223,120,92,78,91,TRUE,Low
Jeremy Brooks,31,Female,3.167670192,95,59,83,43,FALSE,Low
David Johnson,45,Female,3.917609483,94,56,61,68,TRUE,Low
Jasmin Hernandez,24,Female,2.424215584,88,49,91,59,FALSE,Low
Samuel Stewart,19,Male,4.617724201,126,53,81,91,FALSE,Low
Anna Navarro,34,Female,2.52702865,123,79,68,65,TRUE,Low
Albert Hammond,23,Male,9.007318786,125,91,69,70,FALSE,High
Maureen Rangel,36,Male,3.136546284,85,65,52,69,FALSE,Low
Brett Smith,18,Male,4.719777234,102,52,94,89,TRUE,Low
Adrian Woodward,39,Male,5.803144889,140,100,83,95,FALSE,High
Kevin Wilson,31,Female,2.956986739,100,91,88,63,TRUE,Low
Mrs. Jacqueline Horne DVM,39,Female,3.224845042,88,46,55,45,TRUE,Low
Heather Nelson MD,35,Female,1.095186107,113,76,87,81,FALSE,Low
Nicholas Joseph,41,Male,6.321802915,85,98,44,59,TRUE,High
Tammy Campbell,36,Male,6.151542127,138,84,75,56,TRUE,High
Steven Barrett,19,Male,4.862365805,82,70,68,84,FALSE,Low
Crystal Cline,19,Female,8.704226345,93,51,77,77,FALSE,High
Kathleen Wilcox,27,Male,2.67539232,145,76,44,54,FALSE,Low
Briana Beasley,41,Female,3.512993225,91,95,41,98,TRUE,Low
Cynthia Nunez,28,Female,2.753094608,103,73,96,88,TRUE,Low
Carol Diaz,31,Female,4.233646057,122,77,86,93,TRUE,Low
Melissa Sexton,42,Male,2.66193898,143,81,73,69,FALSE,Low
David Huber,37,Female,8.355212541,150,92,68,81,FALSE,High
Elaine Garner,34,Female,5.386802588,88,41,86,88,FALSE,High
Tammy Rosario,21,Female,2.322040513,80,76,44,57,TRUE,Low
Nancy Aguirre,29,Male,2.183263769,116,54,84,100,TRUE,Low
Deanna Martin,41,Female,1.810082234,145,67,78,97,TRUE,Low
Mr. Jeffery Smith,43,Male,4.796150028,106,43,50,95,TRUE,Low
Colton Kennedy,20,Female,7.687456828,111,75,88,66,FALSE,High
Patrick Herman,21,Female,7.975667925,123,50,72,51,TRUE,High
Allen Murray,19,Female,2.4094325,92,78,45,69,TRUE,Low
Hannah Johnson,26,Male,4.006564116,131,93,64,53,FALSE,Low
Brenda Moon,43,Female,3.261311871,142,83,80,51,FALSE,Low
Amanda Pineda,45,Male,1.110085321,82,94,96,71,TRUE,Low
Stephanie Daniels,41,Female,5.391432284,141,59,57,48,FALSE,High
Anthony Sandoval,22,Male,2.627445021,131,50,57,63,TRUE,Low
Ashley Frank,31,Male,7.955944502,128,69,44,46,TRUE,High
Robert Nichols,45,Male,5.084252905,137,62,84,46,TRUE,High
John Holland,24,Male,5.760986814,94,71,64,55,TRUE,High
Stephen Prince,21,Male,8.03581434,106,53,95,58,FALSE,High
Walter Luna,18,Male,1.496821661,137,57,63,83,FALSE,Low
Glenn Campbell,18,Female,5.85133402,127,71,53,91,TRUE,High
Marcus Lowe,38,Female,8.02242232,80,58,70,98,FALSE,High
Dennis Lara,43,Female,1.143772794,102,75,50,51,FALSE,Low
Adam Lindsey,32,Male,1.870564332,136,45,65,68,FALSE,Low
Amanda Carr,41,Male,2.701605516,83,90,65,49,TRUE,Low
Johnny Kirk,33,Female,1.962225515,104,60,74,68,FALSE,Low
Kenneth Murphy,18,Male,7.037431858,140,89,89,60,FALSE,High
Tracy Murillo,23,Male,5.697549724,88,60,76,99,FALSE,High
Sheri Hill,41,Female,7.460667949,94,90,75,91,TRUE,High
Chad Sellers,24,Male,9.523329904,103,53,49,92,TRUE,High
Timothy Brown,20,Male,1.696775043,144,98,72,89,TRUE,Low
Miranda Warren,27,Female,9.604173344,99,47,78,58,FALSE,High
Jennifer Dougherty,22,Male,9.950548344,105,62,88,56,TRUE,High
Jeffrey Bryant,29,Female,1.406279594,128,56,79,60,TRUE,Low
Amber Owens,29,Female,2.139306243,124,89,77,97,FALSE,Low
Jennifer Reyes,28,Female,9.428933351,149,98,87,42,TRUE,High
Michael Mclaughlin,40,Male,9.564483668,130,91,46,73,TRUE,High
Mrs. Rose Hernandez,27,Male,5.695459112,110,44,72,72,FALSE,High
Richard House,25,Female,4.429194957,139,75,65,49,FALSE,Low
Jennifer Smith,20,Male,2.405192118,93,61,68,71,TRUE,Low
Michael Fields,36,Male,6.110116997,82,91,83,41,TRUE,High
Angela Flores,37,Male,5.390666456,104,99,55,71,TRUE,High
Albert Hayes,33,Male,9.141529061,128,63,87,58,FALSE,High
Mindy Parker,20,Female,2.088237239,128,71,56,41,FALSE,Low
Rebecca Hatfield,35,Female,4.353925102,111,44,42,59,FALSE,Low
James Morrow,28,Male,8.993499268,111,94,91,82,TRUE,High
Drew Bailey,18,Female,9.792427648,147,75,62,89,TRUE,High
Joshua Davis,21,Male,1.074421652,117,100,47,95,TRUE,Low
Pamela Williamson,39,Male,5.145951754,121,53,71,71,TRUE,High
Autumn Burns,25,Male,7.458564221,132,40,78,58,TRUE,High
Charles Richardson,23,Female,1.940133028,97,92,81,78,FALSE,Low
Jamie Mckenzie,34,Female,1.887943143,91,99,97,64,FALSE,Low
Brenda Doyle,32,Female,1.049655052,95,69,90,84,FALSE,Low
David Davis,31,Male,9.459078169,115,80,67,54,TRUE,High
James Owens,38,Male,8.851662163,117,73,70,64,TRUE,High
Lori Mccarthy,18,Female,5.077190727,80,98,62,95,FALSE,High
Stephanie Collier,31,Male,7.740821199,111,85,55,80,TRUE,High
Travis Jones,43,Female,6.022457099,100,47,42,68,FALSE,High
Brandy Flores,18,Male,3.442464004,150,51,72,72,FALSE,Low
William Branch,31,Male,9.181951964,86,45,71,54,FALSE,High
Laurie Johnson,23,Male,4.906162469,138,85,87,71,TRUE,Low
Allison Johnson,45,Male,6.306991334,111,79,75,89,TRUE,High
Erin Hernandez,32,Female,1.185992289,93,76,67,53,FALSE,Low
Michelle Hayes,34,Female,4.180810216,125,63,90,76,FALSE,Low
Samuel Castro,45,Female,9.946694554,119,88,46,60,TRUE,High
Jeffery Morris,35,Male,2.546361168,93,46,100,89,FALSE,Low
Melissa Abbott,44,Female,1.846435413,148,97,82,87,FALSE,Low
Martin Sims,31,Male,1.299104698,99,77,56,100,FALSE,Low
Rebecca Waters,21,Male,4.693781311,132,94,84,55,TRUE,Low
Leslie Lucas,20,Male,6.474226977,82,52,65,92,TRUE,High
Barry Russell,19,Male,1.609510473,141,65,40,85,TRUE,Low
Deborah Anderson PhD,24,Male,1.140696052,121,92,67,44,TRUE,Low
Mr. Jerry Garner,20,Male,5.384857493,143,96,47,63,FALSE,High
Ronald Campbell,32,Male,8.560804253,126,63,72,46,FALSE,High
Miguel Christensen,18,Male,2.077188689,104,68,92,55,FALSE,Low
Nathaniel Gomez,19,Male,6.530875272,90,66,58,93,TRUE,High
Toni Neal,22,Female,1.15929297,116,64,52,63,TRUE,Low
Aaron Leblanc,28,Male,5.359542881,110,75,66,40,FALSE,High
Michael Hayes,26,Female,5.367446934,121,75,44,58,FALSE,High
William Young,33,Male,8.520507879,88,97,45,42,TRUE,High
Amy Johnson,24,Male,1.784958647,149,40,42,63,TRUE,Low
James Miller,44,Female,5.999634022,93,65,72,84,TRUE,High
Patty Ryan,37,Female,9.232815043,118,60,41,57,FALSE,High
Mason Sims,21,Female,2.139243054,148,58,89,61,TRUE,Low
Shawn Chen,27,Male,3.117390662,141,42,72,83,FALSE,Low
Angela Williams,21,Female,9.439410236,147,67,60,97,TRUE,High
Brittany Fernandez,38,Female,2.009343425,146,88,71,55,FALSE,Low
Michele Davis,25,Female,2.240697734,141,62,41,72,FALSE,Low
Kaitlyn Warner,38,Male,6.197879951,149,69,80,84,FALSE,High
Amanda Conway,19,Female,3.173175054,93,48,74,92,TRUE,Low
Danielle Davis,40,Female,9.142630514,118,71,67,69,FALSE,High
Lisa Logan,38,Male,5.901608348,110,42,77,58,TRUE,High
Phillip Beck,36,Female,3.044546186,84,40,97,79,TRUE,Low
Christina Smith,23,Male,7.054410872,145,80,74,44,TRUE,High
Lauren Travis,21,Male,7.158587508,122,68,77,92,FALSE,High
Christina Lewis,42,Female,3.31965982,137,53,55,52,FALSE,Low
Garrett Ayala,45,Male,8.00160022,115,61,66,65,FALSE,High
David Shepard,34,Male,5.576613203,112,43,50,57,TRUE,High
Crystal Guzman,34,Female,5.173651687,115,51,72,68,TRUE,High
Ashley Hanna,31,Female,4.114910836,101,81,89,52,TRUE,Low
Kyle Thompson,37,Male,2.470161419,144,77,68,93,FALSE,Low
Isaac Williams,22,Male,1.742544564,97,63,47,59,FALSE,Low
Shaun Marshall,25,Female,3.085631484,90,71,90,84,TRUE,Low
Janet Tran,35,Female,3.356847719,111,46,56,63,TRUE,Low
Catherine James,24,Male,9.183157606,94,80,57,66,TRUE,High
Brittany Ortega,33,Male,9.078275484,90,61,40,82,TRUE,High
Julie Myers,22,Male,7.547585971,80,84,90,51,FALSE,High
Cynthia Carter,32,Male,5.982983214,112,64,53,92,TRUE,High
Brad Cochran,44,Male,4.643239733,148,97,73,45,TRUE,Low
William Luna,45,Male,7.835482706,126,93,41,65,FALSE,High
David Garrison,36,Female,8.664789635,88,73,78,61,FALSE,High
Traci Conley,24,Female,5.587879858,100,82,65,76,FALSE,High
Kelly Pierce,41,Male,4.605652315,104,89,59,94,TRUE,Low
Joshua Wilson,45,Male,9.831330218,81,71,42,54,TRUE,High
Brenda Powell MD,21,Male,4.206002483,91,76,88,78,FALSE,Low
Caitlin Brown,18,Female,9.122697974,106,100,75,69,TRUE,High
Tammy Wood,18,Female,4.695509614,84,45,70,47,FALSE,Low
Laura Greer,22,Female,1.589088111,94,78,68,80,FALSE,Low
Rachel Knapp,30,Male,5.921723862,127,52,98,56,FALSE,High
Jordan Tran,29,Male,4.729284923,80,98,85,84,TRUE,Low
Emily Shaw,28,Female,6.049867067,150,69,94,51,TRUE,High
Justin Campbell,36,Female,9.303151344,129,78,59,58,FALSE,High
Stephen Moore,45,Female,7.551177762,148,80,74,89,TRUE,High
Bradley Miller,34,Male,4.594456337,141,65,63,50,TRUE,Low
Sierra Bowers,27,Male,3.645659282,132,72,49,74,TRUE,Low
John Mendoza,26,Male,3.509567658,85,46,91,56,TRUE,Low
Mr. Matthew Jackson,45,Female,8.277399297,90,65,86,51,TRUE,High
Matthew Mathews,36,Male,7.55420882,108,69,67,98,FALSE,High
Allison Spears DVM,19,Female,2.091592124,145,63,55,97,FALSE,Low
Sara Orozco,36,Female,7.798960608,135,50,41,59,FALSE,High
Andrea Garcia,38,Male,9.690345382,113,67,49,69,TRUE,High
David Vasquez,30,Male,8.169866154,144,59,44,62,TRUE,High
Lisa Miller,44,Female,6.70447222,84,86,80,63,FALSE,High
Gerald Gardner,25,Female,1.967395709,118,85,63,100,FALSE,Low
Joshua Rodriguez,19,Male,6.04905488,147,90,84,86,FALSE,High
Joel Norton,29,Female,6.354506749,130,40,100,64,FALSE,High
William Perkins,40,Male,7.169888662,92,47,70,91,TRUE,High
Paul Wright,45,Female,2.322004266,95,66,56,50,FALSE,Low
Gary George,32,Male,9.423609215,88,93,94,75,FALSE,High
Dale White,38,Female,6.139614959,92,98,77,66,TRUE,High
Gabriel Jordan,20,Female,7.877030858,96,73,95,75,FALSE,High
Lynn Turner,32,Female,9.127761611,148,49,69,48,FALSE,High
Ellen Henderson,36,Male,2.6910523,113,60,60,72,FALSE,Low
Austin Brennan,23,Male,8.530063908,102,50,60,79,FALSE,High
Karen Morrow,18,Male,3.025861551,82,66,98,64,FALSE,Low
Marissa Hamilton,44,Male,7.704541237,116,97,88,98,FALSE,High
Katie Cochran,20,Female,5.062201991,126,97,58,45,FALSE,High
Raymond Mayo,29,Male,8.990849895,138,75,61,78,FALSE,High
Patrick Lamb,28,Female,1.253421527,145,44,89,68,FALSE,Low
Regina Jackson,24,Male,3.879950629,80,96,82,53,FALSE,Low
Lisa Heath,38,Female,1.040452974,130,59,41,70,FALSE,Low
Laura Stewart,38,Male,3.293406771,96,86,88,76,TRUE,Low
Sharon Bond MD,36,Male,3.86490427,105,76,78,55,FALSE,Low
Charles Li,33,Female,8.620179051,118,84,41,41,FALSE,High
John Gonzalez,30,Female,1.081424476,91,53,74,81,TRUE,Low
Megan Morgan,26,Female,3.881273025,86,96,58,94,TRUE,Low
Alexander Brown,27,Male,5.015880122,128,74,92,56,FALSE,High
Jonathan Gardner,42,Male,3.117406829,102,57,80,43,FALSE,Low
Kristi Allen,18,Male,7.570235393,118,86,45,86,FALSE,High
Trevor Lee,32,Male,4.774620964,141,76,73,74,TRUE,Low
Jonathan Diaz,39,Male,4.750198693,128,67,100,71,TRUE,Low
Rodney Baker,23,Male,9.837093962,149,73,99,88,TRUE,High
Allison Barber,36,Male,5.192362965,133,58,46,91,FALSE,High
Brian Duncan,33,Female,3.348052002,107,45,83,46,TRUE,Low
Alexandra Williams,29,Male,9.47717267,115,99,71,56,FALSE,High
Jeffrey Henderson,37,Male,8.699557516,104,100,81,53,TRUE,High
Heather Jones,40,Female,6.37307026,98,92,96,66,FALSE,High
Teresa Nguyen,25,Female,5.992437222,122,55,82,69,FALSE,High
Evan Fisher,30,Female,3.752550689,95,88,90,53,TRUE,Low
Nichole Crawford,32,Male,2.333520749,117,78,49,91,FALSE,Low
Rhonda Jones,41,Female,7.397275458,136,42,63,50,FALSE,High
Bradley Snow,39,Male,1.967055008,125,96,91,59,TRUE,Low
Jeffrey Morton,21,Male,8.3649883,103,40,47,73,FALSE,High
Joseph Ponce,36,Male,4.634056228,136,40,79,87,FALSE,Low
Julian Perkins,33,Male,4.734774482,108,64,95,48,FALSE,Low
Jesse Carroll,23,Male,9.078796342,100,73,74,61,TRUE,High
Nancy Flores,30,Female,8.536576617,123,96,61,66,FALSE,High
Daniel Marsh,25,Female,2.439262051,133,43,93,67,TRUE,Low
Anthony Abbott,26,Female,6.753218173,133,57,48,95,FALSE,High
Donna Evans,45,Male,8.199738958,112,69,50,93,TRUE,High
Mark Sanchez,36,Female,1.068731393,93,48,67,41,TRUE,Low
Laura Smith,27,Female,8.365838956,103,55,99,42,TRUE,High
Cameron Smith,25,Male,8.271154436,106,75,100,85,FALSE,High
Frances Dunn,23,Male,9.926098768,113,100,42,61,TRUE,High
Noah Heath,18,Male,1.817027026,118,93,57,61,TRUE,Low
Emily Taylor,29,Female,2.859694659,118,40,54,77,FALSE,Low
Christopher Moore,43,Male,9.559372992,114,94,42,56,TRUE,High
Steven Trujillo,42,Female,7.140156561,88,94,90,77,TRUE,High
Jamie Roth,24,Male,1.70373741,85,49,75,49,FALSE,Low
Craig Singleton,43,Male,2.391911019,102,99,94,61,TRUE,Low
Brittany Fleming,41,Female,1.442872618,134,82,56,96,FALSE,Low
Melvin Marshall,24,Female,2.518097073,113,51,63,81,TRUE,Low
Brittney Diaz,42,Male,2.216250762,149,84,84,74,TRUE,Low
Scott Harrell,40,Female,8.540405355,89,45,43,53,FALSE,High
Lindsay Snyder,18,Male,6.091251081,97,89,61,51,TRUE,High
Michael Harvey,26,Female,8.617566657,139,71,56,93,FALSE,High
Robert Lyons,24,Female,3.899857003,86,41,45,78,FALSE,Low
Rachel Rodgers,21,Male,2.304581681,140,61,63,89,TRUE,Low
Claudia Davenport,18,Female,8.489527313,103,56,90,78,TRUE,High
Elizabeth Jones,30,Male,9.774622475,135,55,42,70,TRUE,High
Caroline Humphrey,42,Male,5.237669946,130,69,75,87,FALSE,High
Bobby Ellis,33,Male,4.864845761,124,61,73,68,FALSE,Low
Elijah Roberts,24,Female,7.226694217,109,97,43,63,FALSE,High
Lori Ruiz,45,Female,7.637200299,96,77,79,77,TRUE,High
Peter Stafford,19,Male,8.596339821,98,69,86,42,TRUE,High
Brandy Morton,19,Male,8.050071829,130,84,64,61,TRUE,High
Sandra Fuller,42,Female,4.682555175,111,59,94,60,FALSE,Low
Kevin Johnson,40,Female,6.017897858,81,66,47,81,FALSE,High
Gary Sullivan,33,Female,9.379282768,117,98,43,66,TRUE,High
Rachel Harvey,31,Male,2.759290887,91,95,81,59,TRUE,Low
Robert Vega,18,Female,7.994728481,136,66,46,92,TRUE,High
Ryan Jimenez,37,Male,9.758519183,88,65,70,80,FALSE,High
Jose Collins,39,Male,6.679253226,150,74,41,70,TRUE,High
Lisa Bell,26,Male,8.189427104,132,55,40,99,FALSE,High
James Barron,43,Male,7.711812804,96,68,91,64,FALSE,High
Zachary Henderson,34,Male,7.91174326,115,91,53,76,TRUE,High
Peter Mitchell,26,Male,2.144534394,82,92,92,100,TRUE,Low
Mark Mcbride,35,Male,8.336555723,92,52,42,77,TRUE,High
Kelsey Miller,40,Male,3.53937023,127,83,44,77,TRUE,Low
Wanda Romero,30,Female,8.511797932,98,94,70,77,FALSE,High
Jennifer Bush,45,Male,1.143862393,82,75,63,84,TRUE,Low
Randy Jimenez,23,Female,3.226097395,113,50,53,52,FALSE,Low
